rxn name,EC,Substrate ,kcat value,Organism kcat,equilibrium constant,comment
DHNPTE_rev,,dhmpt[c],NaN,,,
DHORD2,1.3.3.1,dhor-S[c]+q8[c],NaN,,,
DHORD5,1.3.3.1,dhor-S[c]+mqn8[c],NaN,,,
DHORDfum,,dhor-S[c]+fum[c],NaN,,,
DHORTS,3.5.2.3,dhor-S[c]+h2o[c],127,Escherichia coli,,
DHORTS_rev,3.5.2.3,cbasp[c]+h[c],195,Escherichia coli,,
DHPPDA2,3.5.4.26,25drapp[c]+h[c]+h2o[c],NaN,,,
DHPS2,2.5.1.15,4abz[c]+6hmhptpp[c],NaN,,,
DHPTDCs2,,dhptd[c],NaN,,,
DHPTPE,,ahdt[c],NaN,,,
DHPTPE_rev,,dhmptp[c],NaN,,,
DHQS,4.2.3.4,2dda7p[c],NaN,,,
DHQTi,4.2.1.10,3dhq[c],0.06,Helicobacter pylori ,,Proteobacteria
DHQTi,,,0.34,Helicobacter pylori ,,Proteobacteria
DHQTi,,,1.4,Helicobacter pylori ,,Proteobacteria
DHQTi,,,2,Helicobacter pylori ,,Proteobacteria
DHQTi,,,210,Salmonella enterica ,,Proteobacteria
DHQTi,,,310,Salmonella enterica ,,Proteobacteria
DIMPtex,,dimp[e],NaN,,,
DIMPtex_rev,,dimp[p],NaN,,,
DINSt2pp,,din[p]+h[p],NaN,,,
DINStex,,din[e],NaN,,,
DINStex_rev,,din[p],NaN,,,
DM_4CRSOL,,4crsol[c],NaN,,,
DM_5DRIB,,5drib[c],NaN,,,
DM_AMOB,,amob[c],NaN,,,
DM_MTHTHF,,mththf[c],NaN,,,
DM_OXAM,,oxam[c],NaN,,,
DMATT,2.5.1.1,dmpp[c]+ipdp[c],0.085,Mycobacterium tuberculosis,,Bacteria
DMPPS,,h[c]+h2mb4p[c]+nadh[c],NaN,,,
DMSOtex,,dmso[e],NaN,,,
DMSOtex_rev,,dmso[p],NaN,,,
DMSOtpp,,dmso[p],NaN,,,
DMSOtpp_rev,,dmso[c],NaN,,,
DMStex,,dms[e],NaN,,,
DMStex_rev,,dms[p],NaN,,,
DNMPPA,,dhpmp[c]+h2o[c],NaN,,,
DNTPPA,,ahdt[c]+h2o[c],NaN,,,
DOPAtex,,dopa[e],NaN,,,
DOPAtex_rev,,dopa[p],NaN,,,
DOXRBCNtex,,doxrbcn[e],NaN,,,
DOXRBCNtex_rev,,doxrbcn[p],NaN,,,
DOXRBCNtpp,,doxrbcn[p]+h[p],NaN,,,
DPCOAK,2.7.1.24,atp[c]+dpcoa[c],0.0481,Mycobacterium tuberculosis,,Bacteria
DPR,1.1.1.169,2dhp[c]+h[c]+nadph[c],25,Escherichia coli,,
DRPA,4.1.2.4,2dr5p[c],68,Escherichia coli,,
DRPA,,,521,Escherichia coli,,
DSERDHr,,nadp[c]+ser-D[c],NaN,,,
DSERDHr_rev,,2amsa[c]+h[c]+nadph[c],NaN,,,
DSERtex,,ser-D[e],NaN,,,
DSERtex_rev,,ser-D[p],NaN,,,
DTMPK,2.7.4.9,atp[c]+dtmp[c],8.9,Streptococcus pneumoniae,,Bacteria
DTMPK_rev,2.7.4.9,adp[c]+dtdp[c],2.5141242938,Streptococcus pneumoniae,3.54,calculated kcat
DTMPtex,,dtmp[e],NaN,,,
DTMPtex_rev,,dtmp[p],NaN,,,
DUMPtex,,dump[e],NaN,,,
DUMPtex_rev,,dump[p],NaN,,,
DURADx,1.3.1.1,56dura[c]+nad[c],0.65,Escherichia coli,,
DURADx_rev,1.3.1.1,h[c]+nadh[c]+ura[c],0.64,Escherichia coli,,
DURIK1,,atp[c]+duri[c],NaN,,,
DURIPP,,duri[c]+pi[c],NaN,,,
DURIPP_rev,,2dr1p[c]+ura[c],NaN,,,
DURItex,,duri[e],NaN,,,
DURItex_rev,,duri[p],NaN,,,
DUTPDP,3.6.1.23,dutp[c]+h2o[c],11,Escherichia coli,,
DXPRIi,,dxyl5p[c]+h[c]+nadph[c],NaN,,,
DXPS,,g3p[c]+h[c]+pyr[c],NaN,,,
E4PD,,e4p[c]+h2o[c]+nad[c],NaN,,,
E4PD_rev,,4per[c]+h[c]+nadh[c],NaN,,,
EAR100x,1.3.1.9,h[c]+nadh[c]+tdec2eACP[c],11.9,Escherichia coli,,
EAR100y,1.3.1.10,h[c]+nadph[c]+tdec2eACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR120x,1.3.1.9,h[c]+nadh[c]+tddec2eACP[c],11.9,Escherichia coli,,
EAR120y,1.3.1.10,h[c]+nadph[c]+tddec2eACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR121x,1.3.1.9,h[c]+nadh[c]+t3c5ddeceACP[c],11.9,Escherichia coli,,
EAR121y,1.3.1.10,h[c]+nadph[c]+t3c5ddeceACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR140x,1.3.1.9,h[c]+nadh[c]+tmrs2eACP[c],11.9,Escherichia coli,,
EAR140y,1.3.1.10,h[c]+nadph[c]+tmrs2eACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR141x,1.3.1.9,h[c]+nadh[c]+t3c7mrseACP[c],11.9,Escherichia coli,,
EAR141y,1.3.1.10,h[c]+nadph[c]+t3c7mrseACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR160x,1.3.1.9,h[c]+nadh[c]+tpalm2eACP[c],11.9,Escherichia coli,,
EAR160y,1.3.1.10,h[c]+nadph[c]+tpalm2eACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR161x,1.3.1.9,h[c]+nadh[c]+t3c9palmeACP[c],11.9,Escherichia coli,,
EAR161y,1.3.1.10,h[c]+nadph[c]+t3c9palmeACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR180x,1.3.1.9,h[c]+nadh[c]+toctd2eACP[c],11.9,Escherichia coli,,
EAR180y,1.3.1.10,h[c]+nadph[c]+toctd2eACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR181x,1.3.1.9,h[c]+nadh[c]+t3c11vaceACP[c],11.9,Escherichia coli,,
EAR181y,1.3.1.10,h[c]+nadph[c]+t3c11vaceACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR40x,1.3.1.9,but2eACP[c]+h[c]+nadh[c],11.9,Escherichia coli,,
EAR40y,1.3.1.10,but2eACP[c]+h[c]+nadph[c],130.2,Staphylococcus aureus,,Bacteria
EAR60x,1.3.1.9,h[c]+nadh[c]+thex2eACP[c],11.9,Escherichia coli,,
EAR60y,1.3.1.10,h[c]+nadph[c]+thex2eACP[c],130.2,Staphylococcus aureus,,Bacteria
EAR80x,1.3.1.9,h[c]+nadh[c]+toct2eACP[c],11.9,Escherichia coli,,
EAR80y,1.3.1.10,h[c]+nadph[c]+toct2eACP[c],130.2,Staphylococcus aureus,,Bacteria
Ec_biomass_iJO1366_core_53p95M,,10fthf[c]+2fe2s[c]+2ohph[c]+4fe4s[c]+ala-L[c]+amet[c]+arg-L[c]+asn-L[c]+asp-L[c]+atp[c]+bmocogdp[c]+btn[c]+ca2[c]+cl[c]+coa[c]+cobalt2[c]+ctp[c]+cu2[c]+cys-L[c]+datp[c]+dctp[c]+dgtp[c]+dttp[c]+fad[c]+fe2[c]+fe3[c]+gln-L[c]+glu-L[c]+gly[c]+gtp[c]+h2o[c]+his-L[c]+ile-L[c]+k[c]+leu-L[c]+lys-L[c]+met-L[c]+mg2[c]+mlthf[c]+mn2[c]+mobd[c]+nad[c]+nadp[c]+nh4[c]+ni2[c]+pe160[c]+pe161[c]+phe-L[c]+pheme[c]+pro-L[c]+pydx5p[c]+ribflv[c]+ser-L[c]+sheme[c]+so4[c]+thf[c]+thmpp[c]+thr-L[c]+trp-L[c]+tyr-L[c]+udcpdp[c]+utp[c]+val-L[c]+zn2[c]+kdo2lipid4[e]+murein5px4p[p]+pe160[p]+pe161[p],NaN,,,
ECA4COLIPAabctex,,atp[c]+h2o[c]+eca4colipa[p],NaN,,,
ECA4OALpp,,colipa[p]+eca4und[p],NaN,,,
ECAP1pp,,unagamuf[p],NaN,,,
ECAP2pp,,eca2und[p]+unagamuf[p],NaN,,,
ECAP3pp,,eca3und[p]+unagamuf[p],NaN,,,
ECAtpp,,unagamuf[c],NaN,,,
ECOAH1,4.2.1.17,3hbcoa[c],NaN,,,
ECOAH1_rev,4.2.1.17,b2coa[c]+h2o[c],NaN,,,
ECOAH2,4.2.1.17,3hhcoa[c],NaN,,,
ECOAH2_rev,4.2.1.17,h2o[c]+hx2coa[c],NaN,,,
ECOAH3,4.2.1.17,3hocoa[c],NaN,,,
ECOAH3_rev,4.2.1.17,h2o[c]+oc2coa[c],NaN,,,
ECOAH4,4.2.1.17,3hdcoa[c],NaN,,,
ECOAH4_rev,4.2.1.17,dc2coa[c]+h2o[c],NaN,,,
ECOAH5,4.2.1.17,3hddcoa[c],NaN,,,
ECOAH5_rev,4.2.1.17,dd2coa[c]+h2o[c],NaN,,,
ECOAH6,4.2.1.17,3htdcoa[c],NaN,,,
ECOAH6_rev,4.2.1.17,h2o[c]+td2coa[c],NaN,,,
ECOAH7,4.2.1.17,3hhdcoa[c],NaN,,,
ECOAH7_rev,4.2.1.17,h2o[c]+hdd2coa[c],NaN,,,
ECOAH8,4.2.1.17,3hodcoa[c],NaN,,,
ECOAH8_rev,4.2.1.17,h2o[c]+od2coa[c],NaN,,,
EDA,4.1.2.14,2ddg6p[c],80,Escherichia coli,,
EDA,,,0.0063,Escherichia coli,,
EDA,,,83,Escherichia coli,,
EDA,,,284,Escherichia coli,,
EDD,4.2.1.12,6pgc[c],NaN,,,
EDTXS1,,ddcaACP[c]+kdo2lipid4[c],NaN,,,
EDTXS2,,kdo2lipid4L[c]+myrsACP[c],NaN,,,
EDTXS3,,hdeACP[c]+kdo2lipid4[c],NaN,,,
EDTXS4,,kdo2lipid4p[c]+myrsACP[c],NaN,,,
EGMEACPR,1.3.1.10,egmeACP[c]+h[c]+nadph[c],130.2,Staphylococcus aureus,,Bacteria
ENLIPAabctex,,atp[c]+h2o[c]+enlipa[p],NaN,,,
ENO,4.2.1.11,2pg[c],78,Saccharomyces cerevisiae,,Eukaryota
ENO_rev,4.2.1.11,h2o[c]+pep[c],15,Saccharomyces cerevisiae,5.2,calculated kcat
ENTCS,,23dhba[c]+seramp[c],NaN,,,
ENTERES,,enter[c]+h2o[c],NaN,,,
ENTERES2,,feenter[c]+h2o[c],NaN,,,
EPMEACPR,1.3.1.10,epmeACP[c]+h[c]+nadph[c],130.2,Staphylococcus aureus,,Bacteria
ETHAAL,4.3.1.7,etha[c],440,Escherichia coli,,
ETHAAL,,,770,Escherichia coli,,
ETHAt2pp,,etha[p]+h[p],NaN,,,
ETHAtex,,etha[e],NaN,,,
ETHAtex_rev,,etha[p],NaN,,,
ETHSO3tex,,ethso3[e],NaN,,,
ETHSO3tex_rev,,ethso3[p],NaN,,,
ETOHtex,,etoh[e],NaN,,,
ETOHtex_rev,,etoh[p],NaN,,,
ETOHtrpp,,etoh[p],NaN,,,
ETOHtrpp_rev,,etoh[c],NaN,,,
EX_12ppd-R(e),,12ppd-R[e],NaN,,,
EX_12ppd-S(e),,12ppd-S[e],NaN,,,
EX_15dap(e),,15dap[e],NaN,,,
EX_3hpp(e),,3hpp[e],NaN,,,
EX_4abut(e),,4abut[e],NaN,,,
EX_5dglcn(e),,5dglcn[e],NaN,,,
EX_5mtr(e),,5mtr[e],NaN,,,
EX_ac(e),,ac[e],NaN,,,
EX_acald(e),,acald[e],NaN,,,
EX_acolipa(e),,acolipa[e],NaN,,,
EX_acser(e),,acser[e],NaN,,,
EX_ade(e),,ade[e],NaN,,,
EX_adn(e),,adn[e],NaN,,,
EX_agm(e),,agm[e],NaN,,,
EX_akg(e),,akg[e],NaN,,,
EX_ala-D(e),,ala-D[e],NaN,,,
EX_ala-L(e),,ala-L[e],NaN,,,
EX_alaala(e),,alaala[e],NaN,,,
EX_alltn(e),,alltn[e],NaN,,,
EX_anhgm(e),,anhgm[e],NaN,,,
EX_arg-L(e),,arg-L[e],NaN,,,
EX_asn-L(e),,asn-L[e],NaN,,,
EX_asp-L(e),,asp-L[e],NaN,,,
EX_ca2(e),,ca2[e],NaN,,,
EX_ca2(e)_rev,,,NaN,,,
EX_cgly(e),,cgly[e],NaN,,,
EX_cit(e),,cit[e],NaN,,,
EX_cl(e),,cl[e],NaN,,,
EX_cl(e)_rev,,,NaN,,,
EX_co2(e),,co2[e],NaN,,,
EX_cobalt2(e),,cobalt2[e],NaN,,,
EX_cobalt2(e)_rev,,,NaN,,,
EX_colipa(e),,colipa[e],NaN,,,
EX_colipap(e),,colipap[e],NaN,,,
EX_cu2(e),,cu2[e],NaN,,,
EX_cu2(e)_rev,,,NaN,,,
EX_cys-L(e),,cys-L[e],NaN,,,
EX_cytd(e),,cytd[e],NaN,,,
EX_dha(e),,dha[e],NaN,,,
EX_dimp(e),,dimp[e],NaN,,,
EX_dimp(e)_rev,,,NaN,,,
EX_din(e),,din[e],NaN,,,
EX_eca4colipa(e),,eca4colipa[e],NaN,,,
EX_enlipa(e),,enlipa[e],NaN,,,
EX_enter(e),,enter[e],NaN,,,
EX_etha(e),,etha[e],NaN,,,
EX_etoh(e),,etoh[e],NaN,,,
EX_fe2(e),,fe2[e],NaN,,,
EX_fe3(e),,fe3[e],NaN,,,
EX_fe3(e)_rev,,,NaN,,,
EX_feenter(e),,feenter[e],NaN,,,
EX_for(e),,for[e],NaN,,,
EX_g3pe(e),,g3pe[e],NaN,,,
EX_g3pg(e),,g3pg[e],NaN,,,
EX_gal-bD(e),,gal-bD[e],NaN,,,
EX_gal-bD(e)_rev,,,NaN,,,
EX_gal(e),,gal[e],NaN,,,
EX_glc(e),,glc-D[e],NaN,,,
EX_glc(e)_rev,,,NaN,,,
EX_glcn(e),,glcn[e],NaN,,,
EX_glu-L(e),,glu-L[e],NaN,,,
EX_gly(e),,gly[e],NaN,,,
EX_glyald(e),,glyald[e],NaN,,,
EX_glyc-R(e),,glyc-R[e],NaN,,,
EX_glyc(e),,glyc[e],NaN,,,
EX_glyc3p(e),,glyc3p[e],NaN,,,
EX_glyclt(e),,glyclt[e],NaN,,,
EX_gthrd(e),,gthrd[e],NaN,,,
EX_gua(e),,gua[e],NaN,,,
EX_h(e),,h[e],NaN,,,
EX_h2o(e),,h2o[e],NaN,,,
EX_h2s(e),,h2s[e],NaN,,,
EX_his-L(e),,his-L[e],NaN,,,
EX_hom-L(e),,hom-L[e],NaN,,,
EX_hxa(e),,hxa[e],NaN,,,
EX_hxan(e),,hxan[e],NaN,,,
EX_idon-L(e),,idon-L[e],NaN,,,
EX_ile-L(e),,ile-L[e],NaN,,,
EX_indole(e),,indole[e],NaN,,,
EX_ins(e),,ins[e],NaN,,,
EX_k(e),,k[e],NaN,,,
EX_k(e)_rev,,,NaN,,,
EX_kdo2lipid4(e),,kdo2lipid4[e],NaN,,,
EX_lac-D(e),,lac-D[e],NaN,,,
EX_lac-L(e),,lac-L[e],NaN,,,
EX_LalaDgluMdap(e),,LalaDgluMdap[e],NaN,,,
EX_LalaDgluMdapDala(e),,LalaDgluMdapDala[e],NaN,,,
EX_leu-L(e),,leu-L[e],NaN,,,
EX_lipa_cold(e),,lipa_cold[e],NaN,,,
EX_lipa(e),,lipa[e],NaN,,,
EX_lys-L(e),,lys-L[e],NaN,,,
EX_mal-L(e),,mal-L[e],NaN,,,
EX_meoh(e),,meoh[e],NaN,,,
EX_mg2(e),,mg2[e],NaN,,,
EX_mg2(e)_rev,,,NaN,,,
EX_mn2(e),,mn2[e],NaN,,,
EX_mn2(e)_rev,,,NaN,,,
EX_mobd(e),,mobd[e],NaN,,,
EX_mobd(e)_rev,,,NaN,,,
EX_nh4(e),,nh4[e],NaN,,,
EX_ni2(e),,ni2[e],NaN,,,
EX_ni2(e)_rev,,,NaN,,,
EX_o2(e),,o2[e],NaN,,,
EX_o2(e)_rev,,,NaN,,,
EX_orn(e),,orn[e],NaN,,,
EX_phe-L(e),,phe-L[e],NaN,,,
EX_pheme(e),,pheme[e],NaN,,,
EX_pi(e),,pi[e],NaN,,,
EX_pro-L(e),,pro-L[e],NaN,,,
EX_ptrc(e),,ptrc[e],NaN,,,
EX_pyr(e),,pyr[e],NaN,,,
EX_quin(e),,quin[e],NaN,,,
EX_ser-L(e),,ser-L[e],NaN,,,
EX_spmd(e),,spmd[e],NaN,,,
EX_succ(e),,succ[e],NaN,,,
EX_sulfac(e),,sulfac[e],NaN,,,
EX_sulfac(e)_rev,,,NaN,,,
EX_thr-L(e),,thr-L[e],NaN,,,
EX_thym(e),,thym[e],NaN,,,
EX_thymd(e),,thymd[e],NaN,,,
EX_trp-L(e),,trp-L[e],NaN,,,
EX_tyr-L(e),,tyr-L[e],NaN,,,
EX_ura(e),,ura[e],NaN,,,
EX_urea(e),,urea[e],NaN,,,
EX_uri(e),,uri[e],NaN,,,
EX_val-L(e),,val-L[e],NaN,,,
EX_xan(e),,xan[e],NaN,,,
EX_xtsn(e),,xtsn[e],NaN,,,
EX_zn2(e),,zn2[e],NaN,,,
EX_zn2(e)_rev,,,NaN,,,
F6PA,,f6p[c],NaN,,,
F6PA_rev,,dha[c]+g3p[c],NaN,,,
F6PP,,f6p[c]+h2o[c],NaN,,,
F6Ptex,,f6p[e],NaN,,,
F6Ptex_rev,,f6p[p],NaN,,,
FA100ACPHi,3.1.2.14,dcaACP[c]+h2o[c],NaN,,,
FA120ACPHi,3.1.2.14,ddcaACP[c]+h2o[c],NaN,,,
FA140ACPHi,3.1.2.14,h2o[c]+myrsACP[c],0.008,Arabidopsis thaliana,,Eukaryota
FA140ACPHi,,,0.02,Arabidopsis thaliana,,Eukaryota
FA141ACPHi,3.1.2.14,h2o[c]+tdeACP[c],NaN,,,
FA160ACPHi,3.1.2.14,h2o[c]+palmACP[c],0.03,Macadamia tetraphylla ,,Eukaryota
FA160ACPHi,,,0.04,Arabidopsis thaliana,,Eukaryota
FA160ACPHi,,,0.3,Camelina sativa ,,Eukaryota
FA160ACPHi,,,0.44,Macadamia tetraphylla ,,Eukaryota
FA160ACPHi,,,1.1,Helianthus annuus ,,Eukaryota
FA160ACPHi,,,2.4,Arabidopsis thaliana,,Eukaryota
FA160ACPHi,,,4.4,Camelina sativa ,,Eukaryota
FA161ACPHi,3.1.2.14,h2o[c]+hdeACP[c],NaN,,,
FA80ACPHi,3.1.2.14,h2o[c]+ocACP[c],NaN,,,
FACOAE100,,dcacoa[c]+h2o[c],NaN,,,
FACOAE120,,ddcacoa[c]+h2o[c],NaN,,,
FACOAE140,,h2o[c]+tdcoa[c],NaN,,,
FACOAE141,,h2o[c]+tdecoa[c],NaN,,,
FACOAE160,,h2o[c]+pmtcoa[c],NaN,,,
FACOAE161,,h2o[c]+hdcoa[c],NaN,,,
FACOAE180,,h2o[c]+stcoa[c],NaN,,,
FACOAE181,,h2o[c]+odecoa[c],NaN,,,
FACOAE60,,h2o[c]+hxcoa[c],NaN,,,
FACOAE80,,h2o[c]+occoa[c],NaN,,,
FACOAL120t2pp,6.2.1.3,atp[c]+coa[c]+ddca[p]+h[p],0.029,Escherichia coli,,
FACOAL140t2pp,6.2.1.3,atp[c]+coa[c]+h[p]+ttdca[p],0.029,Escherichia coli,,
FACOAL141t2pp,6.2.1.3,atp[c]+coa[c]+h[p]+ttdcea[p],0.029,Escherichia coli,,
FACOAL160t2pp,6.2.1.3,atp[c]+coa[c]+h[p]+hdca[p],0.029,Escherichia coli,,
FACOAL161t2pp,6.2.1.3,atp[c]+coa[c]+h[p]+hdcea[p],0.029,Escherichia coli,,
FACOAL180t2pp,6.2.1.3,atp[c]+coa[c]+h[p]+ocdca[p],0.029,Escherichia coli,,
FACOAL181t2pp,6.2.1.3,atp[c]+coa[c]+h[p]+ocdcea[p],0.029,Escherichia coli,,
FACOAL60t2pp,6.2.1.3,atp[c]+coa[c]+h[p]+hxa[p],0.029,Escherichia coli,,
FADRx,,fad[c]+h[c]+nadh[c],NaN,,,
FADRx2,,fad[c]+h[c]+nadph[c],NaN,,,
FALDH2,,hmgth[c]+nad[c],NaN,,,
FALDH2_rev,,Sfglutth[c]+h[c]+nadh[c],NaN,,,
FALDtex,,fald[e],NaN,,,
FALDtex_rev,,fald[p],NaN,,,
FALDtpp,,fald[p],NaN,,,
FALDtpp_rev,,fald[c],NaN,,,
FALGTHLs,,fald[c]+gthrd[c],NaN,,,
FALGTHLs_rev,,hmgth[c],NaN,,,
FBA,4.1.2.13,fdp[c],12,Mycobacterium tuberculosis ,,Bacteria
FBA_rev,4.1.2.13,dhap[c]+g3p[c],0.002,Methylococcus capsulatus ,,Proteobacteria
FBA3,4.1.2.13,s17bp[c],0.003,Methylococcus capsulatus ,,Proteobacteria
FBA3_rev,4.1.2.13,dhap[c]+e4p[c],NaN,,,
FBP,3.1.3.11,fdp[c]+h2o[c],2.5,Escherichia coli,,
FBP,,,5.7,Escherichia coli,,
FBP,,,14.6,Escherichia coli,,
FBP,,,20,Escherichia coli,,
FBP,,,22,Escherichia coli,,
FCI,5.3.1.25,fuc-L[c],258.3,Dictyoglomus turgidum,,Bacteria
FCI,,,0.1985,Caldicellulosiruptor saccharolyticus ,,Bacteria
FCI_rev,5.3.1.25,fcl-L[c],2348.1818181818,Dictyoglomus turgidum,0.11,Bacteria
FCI_rev,,,1.8045454545,Caldicellulosiruptor saccharolyticus ,0.11,Bacteria
FCLPA,4.1.2.17,fc1p[c],19,Escherichia coli,,
FCLPA_rev,4.1.2.17,dhap[c]+lald-L[c],19.3,Escherichia coli,,
FCLPA_rev,,,0.36,Escherichia coli,,
FCLT,4.99.1.1,fe2[c]+ppp9[c],0.073,Bdellovibrio bacteriovorus ,,Proteobacteria
FCLT,,,0.08167,Myxococcus xanthus ,,Proteobacteria
FCLT,,,0.195,Pseudomonas putida ,,Proteobacteria
FCLT,,,0.267,Caulobacter vibrioides ,,Proteobacteria
FDH4pp,1.2.2.1,h[c]+q8[c]+for[p],NaN,,,
FDH5pp,1.2.2.1,h[c]+mqn8[c]+for[p],NaN,,,
FDMO6,,fmnh2[c]+o2[c]+sulfac[c],NaN,,,
FE2abcpp,,atp[c]+h2o[c]+fe2[p],NaN,,,
FE2t2pp,,fe2[p]+h[p],NaN,,,
FE2t3pp,,fe2[c]+h[p],NaN,,,
FE2tex,,fe2[e],NaN,,,
FE2tex_rev,,fe2[p],NaN,,,
FE2tpp,,fe2[p],NaN,,,
FE3abcpp,,atp[c]+h2o[c]+fe3[p],NaN,,,
FE3HOXabcpp,,atp[c]+h2o[c]+fe3hox[p],NaN,,,
FE3HOXexs,,fe3[e]+fe3hox-un[e],NaN,,,
FE3HOXR1,,fadh2[c]+fe3hox[c],NaN,,,
FE3HOXR2,,fe3hox[c]+fmnh2[c],NaN,,,
FE3HOXR3,,fe3hox[c]+rbflvrd[c],NaN,,,
FE3HOXtonex,,fe3hox[e]+h[p],NaN,,,
FE3HOXUtex,,fe3hox-un[c]+h[p],NaN,,,
FE3HOXUtpp,,fe3hox-un[p]+h[p],NaN,,,
FE3Ri,,fadh2[c]+fe3[c],NaN,,,
FE3tex,,fe3[e],NaN,,,
FE3tex_rev,,fe3[p],NaN,,,
FECRMabcpp,,atp[c]+h2o[c]+fecrm[p],NaN,,,
FECRMexs,,fe3[e]+fecrm-un[e],NaN,,,
FECRMR1,,fadh2[c]+fecrm[c],NaN,,,
FECRMR2,,fecrm[c]+fmnh2[c],NaN,,,
FECRMR3,,fecrm[c]+rbflvrd[c],NaN,,,
FECRMtonex,,fecrm[e]+h[p],NaN,,,
FECRMUtex,,fecrm-un[p]+h[p],NaN,,,
FECRMUtpp,,fecrm-un[c]+h[p],NaN,,,
FEENTERabcpp,,atp[c]+h2o[c]+feenter[p],NaN,,,
FEENTERexs,,enter[e]+fe3[e],NaN,,,
FEENTERR1,,fadh2[c]+feenter[c],NaN,,,
FEENTERR2,,feenter[c]+fmnh2[c],NaN,,,
FEENTERR3,,feenter[c]+rbflvrd[c],NaN,,,
FEENTERtex,,enter[p]+h[p],NaN,,,
FEENTERtonex,,feenter[e]+h[p],NaN,,,
FEENTERtpp,,enter[c]+h[p],NaN,,,
FEOXAMabcpp,,atp[c]+h2o[c]+feoxam[p],NaN,,,
FEOXAMexs,,fe3[e]+feoxam-un[e],NaN,,,
FEOXAMR1,,fadh2[c]+feoxam[c],NaN,,,
FEOXAMR2,,feoxam[c]+fmnh2[c],NaN,,,
FEOXAMR3,,feoxam[c]+rbflvrd[c],NaN,,,
FEOXAMtonex,,feoxam[e]+h[p],NaN,,,
FEOXAMUtex,,feoxam-un[p]+h[p],NaN,,,
FEOXAMUtpp,,feoxam-un[c]+h[p],NaN,,,
FEROpp,1.16.3.1,fe2[p]+h[p]+o2[p],3.91,Escherichia coli,,
FESD1s,,4fe4s[c]+h[c]+h2o2[c],NaN,,,
FESR,,3fe4s[c]+fe2[c],NaN,,,
FLDR2,,flxso[c]+nadph[c],NaN,,,
FLVR,1.5.1.30,h[c]+nadph[c]+ribflv[c],6.7,Streptomyces viridifaciens ,,Bacteria
FLVRx,1.5.1.30,h[c]+nadh[c]+ribflv[c],6.7,Streptomyces viridifaciens ,,Bacteria
FMNAT,2.7.7.2,atp[c]+fmn[c]+h[c],0.0000833,Corynebacterium ammoniagenes,,Bacteria
FMNAT,,,0.047,Corynebacterium ammoniagenes,,Bacteria
FMNAT,,,0.33,Corynebacterium ammoniagenes,,Bacteria
FMNRx,,fmn[c]+h[c]+nadh[c],NaN,,,
FMNRx2,,fmn[c]+h[c]+nadph[c],NaN,,,
FOMETRi,2.1.2.10,5fthf[c]+h[c],19.4,Escherichia coli,,
FORCT,,forcoa[c]+oxa[c],NaN,,,
FORCT_rev,,for[c]+oxalcoa[c],NaN,,,
FORt2pp,,for[p]+h[p],NaN,,,
FORtex,,for[e],NaN,,,
FORtex_rev,,for[p],NaN,,,
FORtppi,,for[c],NaN,,,
FRD2,1.3.99.1,fum[c]+mql8[c],NaN,,,
FRD3,1.3.99.1,2dmmql8[c]+fum[c],NaN,,,
FRULYSDG,,frulysp[c]+h2o[c],NaN,,,
FRULYSDG_rev,,g6p[c]+lys-L[c],NaN,,,
FRULYSE,,psclys[c],NaN,,,
FRULYSE_rev,,frulys[c],NaN,,,
FRULYStex,,frulys[e],NaN,,,
FRULYStex_rev,,frulys[p],NaN,,,
FRUtex,,fru[e],NaN,,,
FRUtex_rev,,fru[p],NaN,,,
FRUURt2rpp,,fruur[p]+h[p],NaN,,,
FRUURt2rpp_rev,,fruur[c]+h[c],NaN,,,
FRUURtex,,fruur[e],NaN,,,
FRUURtex_rev,,fruur[p],NaN,,,
FTHFD,3.5.1.10,10fthf[c]+h2o[c],NaN,,,
FTHFLi,6.3.4.3,atp[c]+for[c]+thf[c],0.99,Moorella thermoacetica,,Bacteria
FTHFLi,,,6.08,Moorella thermoacetica,,Bacteria
FTHFLi,,,1.13,Moorella thermoacetica,,Bacteria
FUCtex,,fuc-L[e],NaN,,,
FUCtex_rev,,fuc-L[p],NaN,,,
FUCtpp,,fuc-L[p]+h[p],NaN,,,
FUCtpp_rev,,fuc-L[c]+h[c],NaN,,,
FUM,4.2.1.2,fum[c]+h2o[c],1149,Escherichia coli,,
FUM,,,1150,Escherichia coli,,
FUM_rev,4.2.1.2,mal-L[c],11.2,Escherichia coli,,
FUMtex,,fum[e],NaN,,,
FUMtex_rev,,fum[p],NaN,,,
FUSAtex,,fusa[e],NaN,,,
FUSAtex_rev,,fusa[p],NaN,,,
FUSAtpp,,fusa[p]+h[p],NaN,,,
G1PACT,2.3.1.157,accoa[c]+gam1p[c],853,Yersinia pestis ,,Proteobacteria
G1PACT,,,828,Yersinia pestis ,,Proteobacteria
G1Ptex,,g1p[e],NaN,,,
G1Ptex_rev,,g1p[p],NaN,,,
